"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Count
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2001"	"2001"	1127
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2002"	"2002"	1352
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2003"	"2003"	1422
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2004"	"2004"	1548
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2005"	"2005"	1808
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2006"	"2006"	1768
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2007"	"2007"	1975
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2008"	"2008"	2164
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2009"	"2009"	2393
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2010"	"2010"	2203
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	"2011"	"2011"	2227
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"1999"	"1999"	64
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2000"	"2000"	48
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2002"	"2002"	71
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2003"	"2003"	91
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2004"	"2004"	96
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2005"	"2005"	99
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2006"	"2006"	112
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2007"	"2007"	140
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2008"	"2008"	128
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2009"	"2009"	157
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2010"	"2010"	164
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	"2011"	"2011"	171
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"1999"	"1999"	1564
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2000"	"2000"	1598
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2001"	"2001"	1860
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2002"	"2002"	1988
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2003"	"2003"	1936
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2004"	"2004"	2111
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2005"	"2005"	2502
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2006"	"2006"	2339
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2007"	"2007"	2394
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2008"	"2008"	2481
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2009"	"2009"	2522
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2010"	"2010"	2357
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	"2011"	"2011"	2486
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"1999"	"1999"	355
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2000"	"2000"	415
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2001"	"2001"	457
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2002"	"2002"	529
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2003"	"2003"	632
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2004"	"2004"	668
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2005"	"2005"	631
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2006"	"2006"	686
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2007"	"2007"	866
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2008"	"2008"	669
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2009"	"2009"	715
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2010"	"2010"	615
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	"2011"	"2011"	651
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"1999"	"1999"	759
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2000"	"2000"	825
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2001"	"2001"	861
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2002"	"2002"	866
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2003"	"2003"	811
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2004"	"2004"	990
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2005"	"2005"	1053
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2006"	"2006"	978
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2007"	"2007"	1020
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2008"	"2008"	1199
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2009"	"2009"	1037
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2010"	"2010"	1150
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	"2011"	"2011"	1172
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"1999"	"1999"	1831
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2000"	"2000"	2008
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2001"	"2001"	2236
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2002"	"2002"	2336
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2003"	"2003"	2456
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2004"	"2004"	2422
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2005"	"2005"	2552
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2006"	"2006"	2565
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2007"	"2007"	2468
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2008"	"2008"	2648
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2009"	"2009"	2978
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2010"	"2010"	3111
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	"2011"	"2011"	3194
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"1999"	"1999"	206
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2000"	"2000"	235
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2001"	"2001"	258
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2002"	"2002"	301
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2003"	"2003"	279
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2004"	"2004"	255
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2005"	"2005"	266
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2006"	"2006"	280
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2007"	"2007"	229
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2008"	"2008"	245
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2009"	"2009"	241
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2010"	"2010"	268
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	"2011"	"2011"	228
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"1999"	"1999"	684
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2000"	"2000"	632
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2001"	"2001"	663
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2002"	"2002"	820
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2003"	"2003"	865
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2004"	"2004"	908
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2005"	"2005"	1010
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2006"	"2006"	1008
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2007"	"2007"	1073
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2008"	"2008"	1114
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2009"	"2009"	1190
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2010"	"2010"	1121
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	"2011"	"2011"	1012
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2001"	"2001"	98
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2002"	"2002"	149
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2003"	"2003"	116
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2004"	"2004"	127
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2005"	"2005"	113
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2006"	"2006"	136
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2007"	"2007"	121
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2008"	"2008"	118
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2009"	"2009"	142
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2010"	"2010"	167
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	"2011"	"2011"	186
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2004"	"2004"	1163
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2005"	"2005"	1260
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2006"	"2006"	1309
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2007"	"2007"	1378
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2008"	"2008"	1260
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2009"	"2009"	1576
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2010"	"2010"	1494
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	"2011"	"2011"	1416
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"1999"	"1999"	1994
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2000"	"2000"	2527
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2001"	"2001"	2749
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2002"	"2002"	2815
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2003"	"2003"	2878
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2004"	"2004"	2921
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2005"	"2005"	2807
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2006"	"2006"	2863
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2007"	"2007"	3065
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2008"	"2008"	3094
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2009"	"2009"	3068
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2010"	"2010"	2883
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	"2011"	"2011"	2951
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"1999"	"1999"	380
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2000"	"2000"	356
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2001"	"2001"	381
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2002"	"2002"	384
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2003"	"2003"	447
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2004"	"2004"	500
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2005"	"2005"	562
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2006"	"2006"	615
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2007"	"2007"	624
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2008"	"2008"	646
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2009"	"2009"	675
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2010"	"2010"	768
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	"2011"	"2011"	790
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"1999"	"1999"	179
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2000"	"2000"	174
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2001"	"2001"	145
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2002"	"2002"	169
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2003"	"2003"	216
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2004"	"2004"	208
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2005"	"2005"	224
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2006"	"2006"	195
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2007"	"2007"	200
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2008"	"2008"	185
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2009"	"2009"	241
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2010"	"2010"	206
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	"2011"	"2011"	215
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2003"	"2003"	1199
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2004"	"2004"	1310
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2005"	"2005"	1610
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2006"	"2006"	1631
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2007"	"2007"	1815
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2008"	"2008"	1649
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2009"	"2009"	1525
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2010"	"2010"	1544
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	"2011"	"2011"	1530
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"1999"	"1999"	1236
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2000"	"2000"	1354
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2001"	"2001"	1338
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2002"	"2002"	1336
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2003"	"2003"	1430
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2004"	"2004"	1630
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2005"	"2005"	1647
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2006"	"2006"	1635
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2007"	"2007"	1614
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2008"	"2008"	1732
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2009"	"2009"	1769
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2010"	"2010"	1869
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	"2011"	"2011"	1858
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"1999"	"1999"	302
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2000"	"2000"	315
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2001"	"2001"	341
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2002"	"2002"	340
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2003"	"2003"	326
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2004"	"2004"	406
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2005"	"2005"	380
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2006"	"2006"	377
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2007"	"2007"	404
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2008"	"2008"	426
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2009"	"2009"	476
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2010"	"2010"	457
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	"2011"	"2011"	479
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"1999"	"1999"	661
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2000"	"2000"	796
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2001"	"2001"	850
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2002"	"2002"	848
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2003"	"2003"	828
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2004"	"2004"	861
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2005"	"2005"	965
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2006"	"2006"	985
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2007"	"2007"	1054
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2008"	"2008"	1110
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2009"	"2009"	1196
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2010"	"2010"	1346
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	"2011"	"2011"	1263
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"1999"	"1999"	96
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2000"	"2000"	97
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2001"	"2001"	114
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2002"	"2002"	78
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2003"	"2003"	95
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2004"	"2004"	113
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2005"	"2005"	117
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2006"	"2006"	99
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2007"	"2007"	98
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2008"	"2008"	128
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2009"	"2009"	121
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2010"	"2010"	170
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	"2011"	"2011"	125
"---"
"Dataset: United States Cancer Statistics, 1999-2011 Incidence"
"Query Parameters:"
"Title:"
"Age Group: All"
"Cancer Sites: Melanoma of the Skin"
"Ethnicity: All"
"Race: All"
"Sex: All"
"State: All"
"Year: All, 1999 to 2011"
"Group By: Cancer Sites, State, Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2011.html for more information."
"---"
"Query Date: Mar 28, 2015 5:03:32 PM"
"---"
"Suggested Citation: United States Cancer Statistics: 1999 - 2011 Incidence, WONDER Online Database. United States Department of"
"Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2014. Accessed at"
"http://wonder.cdc.gov/cancer-v2011.html on Mar 28, 2015 5:03:32 PM"
"---"
Messages:
"1. Rows with zero Count are hidden. Use Quick Options above to show zero rows."
"---"
Caveats:
"1. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"2. These states are missing data for the indicated year: Alabama 1999; Arkansas 1999-2000, 2002; District of Columbia 2001-2002;"
"Maryland 2001; Mississippi 1999-2002; Nevada 1999, 2011; North Dakota 2001; South Dakota 1999-2000; Tennessee 1999-2003;"
"Virginia 1999-2002."
"3. Data are suppressed if fewer than 16 cases are reported in the specific category. Data for the ""Asian / Pacific Islander"","
"""American Indian or Alaska Native"", and the ""Other Races Combined"" race categories are suppressed at the Metropolitan"
"Statistical Area level for populations less than 50,000 persons. Data are suppressed at the state level for certain race and"
"ethnicity groups: 1) American Indian or Alaska Native data are suppressed at the state level for Delaware, Georgia, Illinois,"
"Kansas, Kentucky, Missouri, New Jersey, New York, and South Carolina; 2) Asian or Pacific Islander data are suppressed at the"
"state level for Delaware, Illinois, Kansas, Kentucky, Missouri, and South Carolina; 3) Hispanic data are supressed at the state"
"level for Delaware, Kentucky, Massachusetts, Missouri, Pennsylvania, and South Carolina. More information:"
"http://wonder.cdc.gov/wonder/help/cancer-v2011.html#Confidentiality."
"4. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria."
"5. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
"6. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define"
"standard groupings of primary cancer sites."
